ID,SMILES,DATA
923,c1ccc(cc1)CC(C(=O)O)N2C(=O)c3ccccc3C2=O,5.397
924,c1cc(ccc1CCCCCCc2ccc(cc2)O)O,7.327
925,c1cc(cc2c1ccc(=O)o2)O,4
926,c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O,4
927,COc1cc(c2c(c1)oc(c(c2=O)O)c3ccc(c(c3)O)O)O,5.444
928,c1ccc(cc1)C(=O)C2C(N2C3CCCCC3)c4ccccc4[N+](=O)[O-],5.332
929,CCN(CC)CCOc1ccc(cc1)C(Cc2ccc(cc2)OC)(c3ccccc3)O,4.755
930,c1c(c(=O)[nH]c(=O)[nH]1)F,4.742
931,COc1ccc2c(c1)c3cc(c(cc3c4c2CN5CCCC[C@@H]5C4)OC)OC,10.1505
932,C[C@@H]1C[C@H]2[C@@H]3[C@H]([C@]4([C@H]1C=CC4=O)C)OC([C@@]3(C(=O)O2)C)(C)O,5.33
933,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)COCC(=O)O)O)C)O,4
934,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCCC45CCCCC5,5.392
935,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,7.368
936,Cc1c2c(c3c(c1OC(=O)C)C4=C(/C(=C/C(C(C(C(C(C(C(C(C(/C=C\C=C(\C(=O)N2)/C)C)O)C)O)C(=O)OC)O)C)O)(C)O)/C)OCOC4=C(C3=O)C)O,4.262
937,c1nc2c(=O)[nH]c(nc2n1C3C(C(C(O3)CO)O)O)N,4.606
938,c1[nH]c2c(n1)ncnc2N(CCO)CCO,4
939,C[Hg]NC(=N)NC#N,5.438
940,c1c(c(=O)[nH]c(=O)[nH]1)NN=O,4
941,c1ccc(cc1)CC(C(=O)O)(C(=O)O)N,4
942,CCCCCCCCCCCCC(C(=O)OCC)(C(=O)OCC)NC(=O)C,4.776
943,CC(C)(C)CC(C)(C)c1ccc(cc1)OCCOCC[N+](C)(C)Cc2ccccc2,5.746
944,c1ccc(cc1)CSCCc2ccncc2,4
945,c1cn(c(=O)[nH]c1=O)C2C(C(C(O2)CO)O)O,5
946,CCCCOCc1cc(c(c2c1cccn2)O)CN3CCN(CC3)C,5.513
947,c1cc(ccc1NC(=O)c2cc(cc(c2O)Br)Br)Br,5.429
948,c1cc(ccc1NC(=O)c2cc(ccc2O)Br)Br,6.124
949,Cc1ccc(c2c1sc3ccccc3c2=O)NCCNCC(CO)O,5.731
950,CCN(CCNc1ccc(c2c1c(=O)c3ccc(cc3s2)Cl)C)CCO,5.817
951,CCN(CCNc1ccc(c2c1c(=O)c3ccccc3s2)C)CCO,5.219
952,CCN(CC)CCCNc1ccc(c2c1c(=O)c3ccccc3s2)C,6.018
953,c1ccc(cc1)CNC(=NCc2ccccc2)NCc3ccccc3,4.993
954,c1ccc(c(c1)CC(CC(=O)O)C(=O)O)Cl,4
955,c1ccc(cc1)CC(CC(=O)O)C(=O)O,4
956,c1c(cc(c(c1CSC(=N)N)O)Cl)Cl,4.864
957,c1c(c(nc(n1)O)O)CO,4
958,CCCCCCCCCCCC[n+]1ccc2ccccc2c1,6.499
959,c1ccc(cc1)C2(c3ccccc3C(=O)O2)c4cc(c(c(c4)Br)O)Br,4.417
960,Cc1ccc(cc1)O,4.728
961,CC(C)CC1c2cc(c(cc2CCN1C)OC)Oc3c4c(cc(c3Oc5c6c(cc(c5O)OC)CCN(C6CC(C)C)C)OC)CCN(C4CC(C)C)C,6.088
962,CC(Cc1cccc(c1)OC)NCC(c2ccc(c(c2)O)O)O,4.678
963,C/C=C\C1C(O1)(C)c2cc(=O)c3c(cc4c(c3o2)C(=O)c5c(c(cc(c5O)C6CC(C(C(O6)C)OC(=O)C)(C)N(C)C)C7CC(C(C(O7)C)O)N(C)C)C4=O)C,8.426
964,c1cc(ncc1C(=O)N)N,4.909
965,Cc1c(c(c(cn1)CO)CN)O,4
966,CN(C)CCCCC(c1ccccc1)(c2ccccc2)C(=O)CBr,5.686
967,c1ccc(cc1)NNC(=O)CN(CC(=O)NNc2ccccc2)N=O,5.301
968,Cc1ccc(c2c1c(c([nH]2)C)CC(=O)O)C,4.7
969,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])n2c(=O)ccc(n2)Oc3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],5.499
970,c1cc(ccc1C/C(=N/O)/C(=O)O)[N+](=O)[O-],4.133
971,CC(C)c1cc(c(c(c1)C(C)(C)C)O)CN(C)C,4.785
972,CCCCCCCN(CCCCCCC)/C(=N)/c1ccnc2c1cccc2,5.67
973,COc1ccc(cc1)C2(c3ccccc3N(c4c2cccc4)c5ccccc5)Cl,5.702
974,CSS(=O)(=O)C,8
975,Cc1cn(c(=O)[nH]c1=O)C2CC(C(O2)CO)O,4.262
976,CC(CCC(=O)O)(c1cc(c(c(c1)Br)O)Br)c2cc(c(c(c2)Br)O)Br,8
977,C/C(=N/N1CC(OC1=O)CN2CCOCC2)/C=C/c3ccc(o3)[N+](=O)[O-],6.113
978,c1ccc2c(c1)[n+](c3ccc(cc3[n+]2[O-])Br)[O-],7.296
979,c1ccc2c(c1)[n+](c3ccccc3[n+]2[O-])[O-],5.365
980,COc1ccc2c(c1)[n+](c3ccccc3[n+]2[O-])[O-],4.747
981,Cn1c(c(c(n1)N)/N=N/c2ccc(cc2)OC)N,4.033
982,Cc1ccc(cc1)/N=N/c2c(nn(c2N)c3ccccc3)N,5.686
983,CC(C)CNc1[nH]c2c(ncnc2n1)N,4
984,c1nc(c2c(n1)nc([nH]2)N3CCN(CC3)CCO)N,4
985,c1cc(ccc1S(=O)(=O)C(Cl)(Cl)Cl)Cl,5.791
986,c1ccc2c(c1)c-3ccn4cc5c(cc4c3n2)CCCC5,5.453
987,CN1CC2(C3CC4C5(C2C1C3CO4)c6ccccc6NC5=O)C=C,3.844
988,c1ccc2c(c1)cc3ccc4cccc5c4c3c2cc5,4
989,c1cc(cc(c1)[N+](=O)[O-])CC(C(=O)O)N,4
990,Cc1ccc2cc3c4ccccc4ccc3c5c2c1CC5,4
991,C/C/1=C\C(C2C(CC3(C(O3)CC1)C)OC(=O)C2=C)OC(=O)C,5.674
992,CCOC(=O)N1CCN(CC1)CCCCCOc2ccccc2C3CCCCC3,5.355
993,CC(C)(C)c1ccc(cc1)OCCCCCCCN2CCNCC2,5.79
994,C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CC[C@@H]2O,4.204
995,c1ccc(cc1)[Hg]N2C(=O)C3C4([C@@](C(C3C2=O)(C(=C4Cl)Cl)Cl)(Cl)Cl)Cl,6.438
996,c1cc(c2c(c1O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)O,5.383
997,C1=CC(=O)C2C(C1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,5.424
998,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,4.782
999,c1csc(c1)[Hg]N2C(=O)C3C4([C@@](C(C3C2=O)(C(=C4Cl)Cl)Cl)(Cl)Cl)Cl,6.538
1000,c1[nH]c2c(n1)ncnc2SCCC(=O)O,4
1001,CCCC[Sn](CCCC)(CCCC)Cl,7.541
1002,Cc1nc2c(n1c3ccccc3)C(=O)c4ccccc4C2=O,4.494
1003,Cc1ccccc1n2c(nc3c2C(=O)c4ccccc4C3=O)C,4.299
1004,Cc1nc2c(n1c3ccc(cc3)Br)C(=O)c4ccccc4C2=O,5.5
1005,Cc1c(c(c([nH]1)C)CN(C)C)CN(C)C,4
1006,c1ccc(cc1)c2nc(c(c(n2)N)N=O)N,5.237
1007,COc1cc(cc(c1OC)OC)/C=C/[N+](=O)[O-],5.475
1008,COc1cc(ccc1OCc2ccccc2)/C=C\[N+](=O)[O-],5.505
1009,c1[nH]c2c(c(=O)n1)[nH]nn2,6.355
1010,CCc1ccc(nc1)CCN2CCCCC2,4
1011,c1cc2c(cc1O)oc3c2c(=O)oc4c3ccc(c4)O,5.218
1012,c1ccc(cc1)C(=O)NC2(CCCC2)C(=O)O,4
1013,c1cc(c(c(c1)[N+](=O)[O-])O)C(=O)Nc2ccc(cc2)Cl,5.686
1014,c1c(c(cc(c1Cl)Cl)[N+](=O)[O-])[N+](=O)[O-],5.226
1015,c1ccc(cc1)/N=N\C(C(=N)N)C(=N)N,4.87
1016,c1cc(ccc1C(=O)O)S(=O)(=O)N,4
1017,C/C(=C/c1ccccc1OC)/[N+](=O)[O-],7.884
1018,CC(CN(C)C)C(=O)c1ccccc1C(=O)O,4.994
1019,CCCCCCCCCCC(C[N+](C)(C)C/C=C/c1ccccc1)C(c2ccccc2)O,5.813
1020,CCCCCCCCCCCCCCCC(c1ccccc1)N,5.702
1021,c1ccc(cc1)C(CCN2CCCCC2)(c3ccccc3)O,4
1022,CC(C(Cc1ccc(cc1)Cl)c2ccc(cc2)Cl)N,4.692
1023,c1ccc(cc1)C(=O)CSc2c3c(nc[nH]3)ncn2,4.182
1024,c1ccc(cc1)CCNC(=N)NC(=N)N,4
1025,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCc4ccccc4)CCC5=CC(=O)CC[C@H]35,4.765
1026,CC(=O)Nc1ccc-2c(c1)/C(=N/c3ccc(cc3)C(=O)O)/c4c2cccc4,4.578
1027,c1ccc-2c(c1)Cc3c2ccc(c3)N(CCO)CCO,4
1028,c1c(cc(c(c1CSCCO)O)Cl)Cl,4
1029,c1c(cc(c(c1C(c2cc(cc(c2O)Cl)Cl)C(Cl)(Cl)Cl)O)Cl)Cl,5.543
1030,CCCCCCCCCCCCCCCCCc1nccn1CCOCCO,-0.714
1031,c1ccc-2c(c1)Cc3c2ccc(c3)NC(=S)Nc4ccc-5c(c4)Cc6c5cccc6,4.942
1032,Cc1cccc(c1)/N=C\2/c3cc(ccc3-c4c2cc(cc4[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],5.412
1033,c1cc(ccc1C2(C(=O)N(C(=O)N2Cl)Cl)c3ccc(cc3)Cl)Cl,4.645
1034,COc1ccc(cc1)/C=C(\C#N)/c2ccc(cc2)OC,5.024
1035,c1ccc(cc1)CNCCC(c2ccc3ccccc3c2)O,5.775
1036,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,5.544
1037,c1cc(c(cc1CSC2=NCCN2)Cl)Cl,5.271
1038,CC(C)CCS(=O)(=O)OCCCCOS(=O)(=O)CCC(C)C,4
1039,CCn1c(nc2c1c(=O)n(c(=O)n2C)C)CCCc3[nH]c4c(n3)n(c(=O)n(c4=O)C)C,4
1040,c1cn(c(=O)[nH]c1=O)C2CC(C(O2)CO)O,3.9885
1041,CC(C(=O)c1ccc(cc1)O)N,4
1042,CC(C)N(Cc1ccc(cc1)CN(C(C)C)C(=O)CCl)C(=O)CCl,6.543
1043,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC(=O)O2)CCC4=CC(=O)C=C[C@]34C,3.366
1044,CCN(CC)CCCC(C)Nc1nc(cc(n1)Nc2ccc3c(c2)c(cc(n3)C)N)C,4.816
1045,CCCc1cc(c(c(=O)[nH]1)C#N)COC,4
1046,Cc1ccc(cc1)S(=O)ON2CCC(CC2)(c3ccccc3)C(=O)O,4
1047,c1cc(ccc1/C=C/[N+](=O)[O-])[N+](=O)[O-],5.44
1048,Cc1c(ccc2c1C[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)[C@H](C)[C@H]5[C@@H](C[C@@H](CN5)C)O,4.792
1049,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)C5CCCN(C5)C)O)C)O,5.31
1050,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)N)C)C,5.548
1051,COc1ccc(cc1)c2cc(c3ccccc3n2)C(C4CCCCN4)O,5.553
1052,C/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/CCC(=O)O,6.157
1053,CC1CCCC(N1C)/C=C/C2C3CCCCC3CC4C2C(OC4=O)C,4
1054,CCCCOC(=O)/C=C\C(=O)NC(=O)N,4.798
1055,CCCCNc1ccc(cc1)Nc2ccccc2,5.534
1056,CC(=O)Nc1ccc-2c(c1)/C(=C\c3ccc(cc3)[N+](C)(C)C)/c4c2cccc4,4.648
1057,CN(CCc1ccccn1)c2ccc-3c(c2)Cc4c3cccc4,4.99
1058,CN(CCc1ccccn1)c2ccc-3c(c2)C(=O)c4c3cccc4,4
1059,CCN(CC)COC(=S)S,7.79
1060,CCCCCCCN(CCCCCCC)/C(=N)/c1ccc(c2c1cccc2)OC,5.755
1061,CN(C)CCCN1c2ccc3ccccc3c2Sc4c1c(ccc4)Cl,5.818
1062,c1ccc(cc1)C2=N/C(=C\c3ccc(cc3)[N+](=O)[O-])/C(=O)O2,4.859
1063,C/C(=N\NC(=N)N)/C[n+]1ccccc1,4
1064,C=CCc1cc(cc(c1O)CNCCCl)c2cc(c(c(c2)CNCCCl)O)CC=C,4.738
1065,C[N+](C)(C)C1=NNC2=Nc3ccccc3SC2=C1,4.932
1066,COC1=CC(=O)C=C(C1=O)OC,5.929
1067,c1ccc(cc1)CNC(=O)O,4.712
1068,Cc1c(cc2cc3c(c(c2c1O)O)C(=O)[C@H]([C@@H](C3)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)OC4CC(C(C(O4)C)O)OC5CC(C(C(O5)C)O)OC6CC(C(C(O6)C)O)(C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)O,7.93675
1069,Cc1cc(nc(n1)SCCc2cccc[n+]2C)C,4
1070,c1cc(c(=O)c(cc1Br)Br)Br,6.499
1071,c1ccc(cc1)C(C(C(=O)c2ccccc2)Cl)Cl,5.777
1072,COc1cc(cc(c1O)OC)[C@@H]2c3cc4c(c(c3C[C@@H]5[C@@H]2C(=O)OC5)O)OCO4,8.0365
1073,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@@H]2C(=O)OC5)O)OCO4,8.1505
1074,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(c(c3C[C@@H]5[C@@H]2C(=O)OC5)O)OCO4,7.61525
1075,c1ccc(cc1)c2cnc(o2)c3ccc(cc3)c4ncc(o4)c5ccccc5,4
1076,COc1ccc(cc1OC)CC2COC(=O)C2Cc3ccc(c(c3)OC)O,4.861
1077,CN(C)C(=S)SCc1ccccc1,4
1078,c1cc(ccc1CSCC(CN)O)Cl,4
1079,c1ccc2c(c1)[C@]34CC[N+]5([C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)[O-],4
1080,C(CS)N,4
1081,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,4.368
1082,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,4.822
1083,CN(C)CCOC(=O)c1ccc(cc1)N,4.685
1084,CC(=O)OC(C(C(C(=O)O)OC(=O)C)OC(=O)C)C(C(=O)O)OC(=O)C,4
1085,C[C@]([C@@H](C(=O)O)Br)(C(=O)O)Br,4
1086,CC(c1ccccc1)(c2c3ccccc3ccn2)O,4.232
1087,COc1ccc2c(c1)C=CC(N2C(=O)c3ccccc3)C#N,8
1088,Cc1ccc(cc1)C(c2ccc(cc2)C)(c3ccccn3)O,4.288
1089,c1ccc(cc1)C(c2ccccc2)(c3c4ccccc4ccn3)O,4.628
1090,COc1ccc(cc1)C(c2ccccc2)(c3c4ccccc4ccn3)O,5.697
1091,CCC1C[N+]2=C(c3cc(c(cc3CC2)OC)OC)c4c1cc-5n4CCc6c5cc(c(c6)OC)OC,5.435
1092,c1c(ccc(c1)S(=O)(=O)c2ccc(cc2)NC(=O)/C=C\C(=O)O)NC(=O)/C=C\C(=O)O,4
1093,CNCc1cc(cc(c1O)CC=C)c2cc(c(c(c2)CNC)O)CC=C,5.131
1094,CCCCN(CCCC)c1cc(c2ccccc2n1)C(=O)CCCCCN,5.495
1095,c1ccc(cc1)C(c2ccccc2)/C(=N\c3ccc(cc3)Cc4ccc(cc4)/N=C(/C(c5ccccc5)c6ccccc6)\N7CC7)/N8CC8,5.498
1096,CS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])Cl,4.716
1097,Cc1ccc(cc1)S(=O)(=O)Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],6.222
1098,Cc1cc(c(c(c1)C)S(=O)(=O)Oc2ccccc2[N+](=O)[O-])C,5.667
1099,Cc1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC=N2,4
1100,Cc1c(c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N)NC(=O)c2ccc(cc2)Cl,4
1101,CCN(CC)C(=S)SSC(=S)N(CC)CC,4.988
1102,CN(C)CC(c1ccc(cc1)/C=C/c2ccc(cc2)Cl)O,5.646
1103,c1cc(ccc1/C=C/c2ccc(cc2)Cl)C(CN3CCCCC3)O,4.152
1104,c1c(cc(c2c1C(=O)C(=O)N2)Cl)Cl,4.671
1105,CN(C)CC(c1ccc(c2c1cccc2)Cl)O,4.699
1106,c1ccc(cc1)C/C(=C/c2ccccc2)/C(=O)O,4
1107,CN(C)CCC(=O)c1ccc(c2c1cccc2)OC,5.554
1108,c1ccc(cc1)C=C2C(=C(C(=C2Cl)Cl)Cl)Cl,6.541
1109,c1cc(ccc1C=C2C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,6.482
1110,c1cc(c(cc1Cl)Cl)C=C2C(=C(C(=C2Cl)Cl)Cl)Cl,6.453
1111,Cc1ccc(cc1)C=C2C(=C(C(=C2Cl)Cl)Cl)Cl,6.777
1112,c1ccc(cc1)/C=C/C=C2C(=C(C(=C2Cl)Cl)Cl)Cl,6.514
1113,CC(C)(C)c1ccc(c(c1)Cl)OCC(=O)O,4
1114,CCc1c(c(c([nH]c1=O)O)C(=O)OCC)C,4
1115,c1ccc(c(c1)CNCc2ccccc2O)O,4.228
1116,C1CCN2CC3CC(C2C1)CN4C3CCCC4,4
1117,CC(=C)[C@H]1Cc2c(ccc3c2O[C@@H]4COc5cc(c(cc5[C@@H]4C3=O)OC)OC)O1,6.022
1118,C1CNP(=O)(OC1)N(CCCl)CCCl,3.678
1119,c1ccc(cc1)CSc2c3c(ncn2)n(cn3)C4C(C(C(O4)CO)O)O,6.773
1120,CCCCn\1cnc2c(/c1=N)c(nn2c3ccccc3)CC#N,4.322
1121,c1ccc(cc1)CNC(=N)C(C(=O)NCc2ccccc2)/N=N/c3ccccc3,5.451
1122,c1cc2c(ccc(=O)o2)c(c1)Cl,4
1123,c1cc(=O)oc2c1cc(c(c2)O)O,4
1124,C(c1c(nc(nc1Cl)Cl)Cl)Br,6.37
1125,Cc1nc(c(c(n1)Cl)Cl)Cl,7.963
1126,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc5ccccc5)O,4.648
1127,c1cc(c2c(c1O)C(=O)C=CC2=O)O,6.811
1128,COc1ccc(cc1)CC(c2ccc(cc2)OC)N,4.152
1129,COc1cccc(c1OC)C(C(=O)c2cccc(c2OC)OC)O,4
1130,COc1ccc(cc1)C2C(=NC(=O)N2)c3ccc(cc3)OC,4.41
1131,CC(=O)NC1=C/C(=N\C(=O)C)/c2ccccc2C1=O,5.546
1132,Cc1ccc2c(c1)sc(n2)c3ccc(c(c3)S(=O)(=O)O)NC(=O)c4ccc(cc4)N,4
1133,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O,4
1134,COc1c(ccc(c1)/C=C\2/C(=O)/C(=C/c3cc(c(cc3)O)OC)/CCC2)O,6.437
1135,CCOS(=O)(=O)C,4
1136,Cc1ccccc1/N=N/c2ccc(c(c2)C)N,6.361
1137,Cc1ccc(cc1)NC(c2ccccc2)C(=O)c3ccccc3,5.401
1138,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,6.634
1139,c1ccc2c(c1)C(=O)c3c(c(c(c(c3O)C#N)C#N)O)C2=O,5.653
1140,c1cc(ccc1NC(=O)c2cc(ccc2O)[N+](=O)[O-])Cl,5.579
1141,c1cc(c(c(c1)[N+](=O)[O-])O)C(=O)Nc2ccc(cc2)I,5.559
1142,c1cc(ccc1NC(=O)c2cc(ccc2O)[N+](=O)[O-])I,5.433
1143,Cc1ccc(cc1)CC(C)N,4
1144,CC(=O)Oc1ccccc1C(=O)O,4
1145,c1c(c(nc(n1)O)N)CO,4
1146,CCCCC(CCCCCC(CCCC)NCc1ccc2c(c1)OCO2)NCc3ccc4c(c3)OCO4,6.28
1147,CC(C)CCC(CCCCCC(CCC(C)C)C1c2cc(c(cc2CCN1)OC)OC)C3c4cc(c(cc4CCN3)OC)OC,6.166
1148,CCCCC(CCCCCC(CCCC)C1c2cc(c(cc2CC(N1)C)OC)OC)C3c4cc(c(cc4CC(N3)C)OC)OC,5.668
1149,c1cc2ccc(c(c2nc1)O)C(=O)O,6.005
1150,CC(C)C(C(=O)O)N1C(=O)c2ccccc2C1=O,4
1151,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,4.369
1152,CC(C)C/C(=N\NC(=O)c1ccncc1)/c2cc(ccc2O)Cl,7.063
1153,c1cc(c(cc1Cl)/C=N\NC(=O)c2ccncc2)O,5.667
1154,c1cc(ccc1n2cnc3c2nc(nc3N)N)Cl,4.679
1155,c1ccc(cc1)n2cnc3c2nc(nc3N)N,4.603
1156,c1c(c(=O)[nH]c(=O)n1C2CC(C(O2)CO)O)F,7.258
1157,CCOC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OCC,5.504
1158,CC(=O)Oc1ccccc1,4
1159,c1ccc(cc1)CC(=N)NCC(=O)O,4
1160,c1ccc(cc1)CC(Cc2ccccc2)(c3ccccc3)O,4.683
1161,c1ccc(cc1)C(c2cccc3c2ccc4c3cccc4)C(c5ccccc5)c6cccc7c6ccc8c7cccc8,4
1162,COc1cccc(c1)/C=C\C(=O)c2ccccc2,5.168
1163,Cc1c2ccc3ccccc3c2c[n+]4c1cccc4,5.181
1164,CC(C)(C(C(=O)O)N)SCc1ccccc1,4
1165,CCCC[Sn](=O)CCCC,4.301
1166,c1ccc2c(c1)c3ccccc3n2Cn4c5ccccc5c6c4cccc6,4
1167,c1c(c(=O)[nH]c(=O)[nH]1)Cl,4
1168,c1ccc(c(c1)C2c3ccccc3Oc4c2cccc4)C(=O)O,4
1169,CC(=O)Oc1ccc(cc1)C23c4ccccc4C2(c5c3ccc(c5)OC(=O)C)OC(=O)C,5.516
1170,C[N+]1(CCCCCCC1)CCCC[N+]2(CCCCCCC2)C,4
1171,c1ccc(c(c1)C(=O)O)/N=N/C(C#N)C(=O)N,4
1172,c1cc(ccc1/N=N/C(C#N)C#N)Br,5.816
1173,c1ccc(cc1)C(C(C(=O)Oc2ccccc2)Br)Br,5.856
1174,C1CCC(CC1)CNC(=O)O,4.805
1175,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)NCCN,5.849
1176,CC(CCNCCCNc1c2ccc(cc2nc3c1cc(cc3)OC)Cl)O,6.442
1177,CC(CNCCNc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)[N+](=O)[O-])O,6.468
1178,CC(C)(CNCCNc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)[N+](=O)[O-])O,6.242
1179,COc1cc2c(cc1OC)nc3cc(ccc3c2NCCCNCCO)[N+](=O)[O-],6.677
1180,c1cc(ccc1NC(=S)Nc2ccc(cc2)Br)Br,5.209
1181,Cc1cc2c(ccc3c2cc(cc3)OC)oc1=O,4
1182,c1ccc(c(c1)C(=O)c2ccc(c(c2)C(=O)O)C(=O)O)C(=O)O,4.579
1183,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@@]1(C)O)(C)O,4
1184,C(C(=O)O)SCC(=O)O,4
1185,c1ccc(cc1)c2cc(c3ccccc3n2)O,6.132
1186,c1c(c(cc(c1[N+](=O)[O-])Cl)Cl)[N+](=O)[O-],6.663
1187,c1cc(ccc1N)S(=O)(=O)NCCS(=O)(=O)O,4
1188,Cc1ccc(cc1C)CCCC(=O)O,4
1189,Cc1ccc(c(c1)C)c2cc(c(cc2O)c3ccc(cc3C)C)O,5.438
1190,Cc1cc(c(c(c1c2c(c(c(c(c2Br)O)c3c(cc(c(c3C)Br)C)C)Br)O)C)Br)C,5.392
1191,Cc1cc(c(c(c1)C)c2cc(c(cc2O)c3c(cc(cc3C)C)C)O)C,5.388
1192,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)O)O,5.564
1193,CCCCC(=O)Oc1ccc2c(cc(=O)oc2c1)C,4
1194,CCOC(=O)C(Cc1ccc(cc1)OC)C(=O)OCC,5.497
1195,CC1CCC(CC1)(C(C(=O)O)Br)C(=O)O,4
1196,CCCCC(=O)c1c(ccc2c1oc(=O)cc2C)O,4.085
1197,CCOC(=O)c1ccccc1OC(=O)NNc2ccccc2,5.745
1198,COc1cc2cccnc2c(c1)NCCC(=O)O,4
1199,C=CCSSCC=C,5.704
1200,c1nc2c(n1C3C(C(C(O3)CO)O)O)[nH]c(nc2=S)N,6.498
1201,CCCCNc1c2c(nc[nH]2)nc(n1)SC,4
1202,c1ccc(cc1)C(=O)O[Hg]CC2C(OCCO2)C[Hg]OC(=O)c3ccccc3,5.779
1203,COc1ccc(cc1CN(CCCl)CCCl)Nc2ccnc3c2ccc(c3)Cl,6.178
1204,CC(C)OC(=O)Nc1cccc(c1)Cl,4
1205,c1ccc(cc1)n2cnc3c2nc(nc3N)N,4.626
1206,c1cc(c(cc1n2cnc3c2nc(nc3N)N)Cl)Cl,5.431
1207,c1cc(ccc1n2cnc3c2nc(nc3N)N)Br,5.074
1208,Cc1ccc(cc1)n2cnc3c2nc(nc3N)N,4.366
1209,c1ccc(cc1)Nc2c3c(nc[nH]3)nc(n2)N,4.295
1210,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3c(cc(cc3Cl)C(=O)NC(CCC(=O)O)C(=O)O)Cl,8
1211,c1ccc2c(c1)NC(=O)C(S2)CC(=O)NNc3ccc(cc3)F,4
1212,CC(C)OC(=O)NNc1cccc(c1)Cl,4
1213,c1ccc(cc1)NS(=O)(=O)c2ccc(cc2)C3CC4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,5.49
1214,c1ccc(c(c1)/C=N/NC(=O)CSCC(=O)N/N=C\c2ccccc2O)O,6.364
1215,CCN(CC)CCCC(c1ccc(cc1)Cl)Nc2c3ccc(cc3nc4c2cc(cc4)OC)Cl,6.276
1216,C(C(COC(=O)CI)OC(=O)CI)OC(=O)CI,5.763
1217,Cc1ccncc1C(=O)N,4
1218,CCS/C(=N\c1ccccc1)/SC,4
1219,CC(=O)Nc1ccc(c(c1)Cl)Cl,4
1220,C(CP(=O)(O)O)C(C(=O)O)N,4
